place,placeName,abstract,country,subject,broaderSubject,placeType,broaderPlaceType,population
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Galway_(city),http://dbpedia.org/resource/Category:Wikipedia_categories_named_after_populated_places_in_the_Republic_of_Ireland,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Galway_(city),http://dbpedia.org/resource/Category:County_towns_in_the_Republic_of_Ireland,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Cities_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Populated_places_in_the_Republic_of_Ireland,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Cities_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Cities_by_country,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Cities_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Cities_in_Europe_by_country,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Cities_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Cities_in_Ireland,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Local_government_areas_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Subdivisions_of_the_Republic_of_Ireland,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Local_government_areas_of_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:First-level_administrative_divisions_by_country,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Port_cities_and_towns_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Cities_in_the_Republic_of_Ireland,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Port_cities_and_towns_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Port_cities_in_Europe,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Port_cities_and_towns_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Port_cities_and_towns_by_country,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Port_cities_and_towns_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Populated_coastal_places_in_the_Republic_of_Ireland,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Port_cities_and_towns_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Ports_and_harbours_of_the_Republic_of_Ireland,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Port_cities_and_towns_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Category:Port_cities_and_towns_of_the_Atlantic_Ocean,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Galway,Galway,"Galway (/ˈɡɔːlweɪ/ GAWL-way; Irish: Gaillimh, pronounced [ˈɡal̠ʲɪvʲ]) is a city in the West of Ireland, in the province of Connacht, which is the county town of County Galway. It lies on the River Corrib between Lough Corrib and Galway Bay, and is the sixth most populous city on the island of Ireland and the fourth most populous in the Republic of Ireland, with a population at the 2022 census of 83,456. Located near an earlier settlement, Galway grew around a fortification built by the King of Connacht in 1124. A municipal charter in 1484 allowed citizens of the by then walled city to form a council and mayoralty. Controlled largely by a group of merchant families, the Tribes of Galway, the city grew into a trading port. Following a period of decline, as of the 21st century, Galway is a tourist destination known for festivals and events including the Galway Arts Festival. In 2018, Galway was named the European Region of Gastronomy. The city was the European Capital of Culture for 2020, alongside Rijeka, Croatia.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Connacht,http://dbpedia.org/resource/Category:Provinces_of_Ireland,http://dbpedia.org/resource/City_status_in_Ireland,http://dbpedia.org/ontology/Place,83456
http://dbpedia.org/resource/Cloughjordan_Ecovillage,Cloughjordan Ecovillage,"The Cloughjordan Ecovillage is an ongoing project to create an eco-village community with commitments to ecological, social and economic sustainability. This community is being developed on 67 acres (270,000 m2) of farmland within the townland of Oxpark purchased in 2005 and merges with the existing village of Cloughjordan, County Tipperary in Ireland. The first residents moved into their homes in the eco-village in December 2009. A district heating system powered by a wood chip boiler provides hot water to the homes. A community-supported agriculture scheme was established in 2008. Members of Cloughjordan community farm are drawn from the eco-village and surrounding area. The farm aims to supply members' families with much of their food using biodynamic principles. The farm cultivates 12 acres within the eco-village. Village Education Research and Training (VERT) is a working group within the eco-village. It is committed to running courses encouraging best practice in sustainable living. Twenty nine near zero-energy buildings in the village were open to the public during the ""Near Zero Energy Buildings Open Doors Ireland"" event held in November 2013. Other NZEB Open Doors events took place in Belgium, Germany, Austria, Sweden, Hungary, France, Malta, Slovenia, Poland under the NZEB 2021 program promoted by the European Union. A community amphitheatre, created within the eco-village was opened by Michael D. Higgins, President of Ireland in April 2017.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Cloughjordan,http://dbpedia.org/resource/Category:Wikipedia_categories_named_after_populated_places_in_the_Republic_of_Ireland,http://dbpedia.org/resource/Eco-village,,130
http://dbpedia.org/resource/Cloughjordan_Ecovillage,Cloughjordan Ecovillage,"The Cloughjordan Ecovillage is an ongoing project to create an eco-village community with commitments to ecological, social and economic sustainability. This community is being developed on 67 acres (270,000 m2) of farmland within the townland of Oxpark purchased in 2005 and merges with the existing village of Cloughjordan, County Tipperary in Ireland. The first residents moved into their homes in the eco-village in December 2009. A district heating system powered by a wood chip boiler provides hot water to the homes. A community-supported agriculture scheme was established in 2008. Members of Cloughjordan community farm are drawn from the eco-village and surrounding area. The farm aims to supply members' families with much of their food using biodynamic principles. The farm cultivates 12 acres within the eco-village. Village Education Research and Training (VERT) is a working group within the eco-village. It is committed to running courses encouraging best practice in sustainable living. Twenty nine near zero-energy buildings in the village were open to the public during the ""Near Zero Energy Buildings Open Doors Ireland"" event held in November 2013. Other NZEB Open Doors events took place in Belgium, Germany, Austria, Sweden, Hungary, France, Malta, Slovenia, Poland under the NZEB 2021 program promoted by the European Union. A community amphitheatre, created within the eco-village was opened by Michael D. Higgins, President of Ireland in April 2017.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Ecovillages,http://dbpedia.org/resource/Category:Villages,http://dbpedia.org/resource/Eco-village,,130
http://dbpedia.org/resource/Cloughjordan_Ecovillage,Cloughjordan Ecovillage,"The Cloughjordan Ecovillage is an ongoing project to create an eco-village community with commitments to ecological, social and economic sustainability. This community is being developed on 67 acres (270,000 m2) of farmland within the townland of Oxpark purchased in 2005 and merges with the existing village of Cloughjordan, County Tipperary in Ireland. The first residents moved into their homes in the eco-village in December 2009. A district heating system powered by a wood chip boiler provides hot water to the homes. A community-supported agriculture scheme was established in 2008. Members of Cloughjordan community farm are drawn from the eco-village and surrounding area. The farm aims to supply members' families with much of their food using biodynamic principles. The farm cultivates 12 acres within the eco-village. Village Education Research and Training (VERT) is a working group within the eco-village. It is committed to running courses encouraging best practice in sustainable living. Twenty nine near zero-energy buildings in the village were open to the public during the ""Near Zero Energy Buildings Open Doors Ireland"" event held in November 2013. Other NZEB Open Doors events took place in Belgium, Germany, Austria, Sweden, Hungary, France, Malta, Slovenia, Poland under the NZEB 2021 program promoted by the European Union. A community amphitheatre, created within the eco-village was opened by Michael D. Higgins, President of Ireland in April 2017.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Intentional_communities_in_Ireland,http://dbpedia.org/resource/Category:Intentional_communities,http://dbpedia.org/resource/Eco-village,,130
http://dbpedia.org/resource/Cloughjordan_Ecovillage,Cloughjordan Ecovillage,"The Cloughjordan Ecovillage is an ongoing project to create an eco-village community with commitments to ecological, social and economic sustainability. This community is being developed on 67 acres (270,000 m2) of farmland within the townland of Oxpark purchased in 2005 and merges with the existing village of Cloughjordan, County Tipperary in Ireland. The first residents moved into their homes in the eco-village in December 2009. A district heating system powered by a wood chip boiler provides hot water to the homes. A community-supported agriculture scheme was established in 2008. Members of Cloughjordan community farm are drawn from the eco-village and surrounding area. The farm aims to supply members' families with much of their food using biodynamic principles. The farm cultivates 12 acres within the eco-village. Village Education Research and Training (VERT) is a working group within the eco-village. It is committed to running courses encouraging best practice in sustainable living. Twenty nine near zero-energy buildings in the village were open to the public during the ""Near Zero Energy Buildings Open Doors Ireland"" event held in November 2013. Other NZEB Open Doors events took place in Belgium, Germany, Austria, Sweden, Hungary, France, Malta, Slovenia, Poland under the NZEB 2021 program promoted by the European Union. A community amphitheatre, created within the eco-village was opened by Michael D. Higgins, President of Ireland in April 2017.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Ecovillages,http://dbpedia.org/resource/Category:Sustainable_communities,http://dbpedia.org/resource/Eco-village,,130
http://dbpedia.org/resource/Cloughjordan_Ecovillage,Cloughjordan Ecovillage,"The Cloughjordan Ecovillage is an ongoing project to create an eco-village community with commitments to ecological, social and economic sustainability. This community is being developed on 67 acres (270,000 m2) of farmland within the townland of Oxpark purchased in 2005 and merges with the existing village of Cloughjordan, County Tipperary in Ireland. The first residents moved into their homes in the eco-village in December 2009. A district heating system powered by a wood chip boiler provides hot water to the homes. A community-supported agriculture scheme was established in 2008. Members of Cloughjordan community farm are drawn from the eco-village and surrounding area. The farm aims to supply members' families with much of their food using biodynamic principles. The farm cultivates 12 acres within the eco-village. Village Education Research and Training (VERT) is a working group within the eco-village. It is committed to running courses encouraging best practice in sustainable living. Twenty nine near zero-energy buildings in the village were open to the public during the ""Near Zero Energy Buildings Open Doors Ireland"" event held in November 2013. Other NZEB Open Doors events took place in Belgium, Germany, Austria, Sweden, Hungary, France, Malta, Slovenia, Poland under the NZEB 2021 program promoted by the European Union. A community amphitheatre, created within the eco-village was opened by Michael D. Higgins, President of Ireland in April 2017.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Intentional_communities_in_Ireland,http://dbpedia.org/resource/Category:Populated_places_in_Ireland,http://dbpedia.org/resource/Eco-village,,130
http://dbpedia.org/resource/Cloughjordan_Ecovillage,Cloughjordan Ecovillage,"The Cloughjordan Ecovillage is an ongoing project to create an eco-village community with commitments to ecological, social and economic sustainability. This community is being developed on 67 acres (270,000 m2) of farmland within the townland of Oxpark purchased in 2005 and merges with the existing village of Cloughjordan, County Tipperary in Ireland. The first residents moved into their homes in the eco-village in December 2009. A district heating system powered by a wood chip boiler provides hot water to the homes. A community-supported agriculture scheme was established in 2008. Members of Cloughjordan community farm are drawn from the eco-village and surrounding area. The farm aims to supply members' families with much of their food using biodynamic principles. The farm cultivates 12 acres within the eco-village. Village Education Research and Training (VERT) is a working group within the eco-village. It is committed to running courses encouraging best practice in sustainable living. Twenty nine near zero-energy buildings in the village were open to the public during the ""Near Zero Energy Buildings Open Doors Ireland"" event held in November 2013. Other NZEB Open Doors events took place in Belgium, Germany, Austria, Sweden, Hungary, France, Malta, Slovenia, Poland under the NZEB 2021 program promoted by the European Union. A community amphitheatre, created within the eco-village was opened by Michael D. Higgins, President of Ireland in April 2017.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Cloughjordan,http://dbpedia.org/resource/Category:Towns_and_villages_in_County_Tipperary,http://dbpedia.org/resource/Eco-village,,130
http://dbpedia.org/resource/Caher_Island,Caher Island,"Caher Island (Cathair na Naomh in Irish), an uninhabited island off the coast of County Mayo in Ireland, is situated between the larger Clare Island and Inishturk.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Uninhabited_islands_of_Ireland,http://dbpedia.org/resource/Category:Islands_of_Ireland,,,0
http://dbpedia.org/resource/Caher_Island,Caher Island,"Caher Island (Cathair na Naomh in Irish), an uninhabited island off the coast of County Mayo in Ireland, is situated between the larger Clare Island and Inishturk.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Uninhabited_islands_of_Ireland,http://dbpedia.org/resource/Category:Uninhabited_islands_by_country,,,0
http://dbpedia.org/resource/Caher_Island,Caher Island,"Caher Island (Cathair na Naomh in Irish), an uninhabited island off the coast of County Mayo in Ireland, is situated between the larger Clare Island and Inishturk.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Islands_of_County_Mayo,http://dbpedia.org/resource/Category:Landforms_of_County_Mayo,,,0
http://dbpedia.org/resource/Caher_Island,Caher Island,"Caher Island (Cathair na Naomh in Irish), an uninhabited island off the coast of County Mayo in Ireland, is situated between the larger Clare Island and Inishturk.",http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Islands_of_County_Mayo,http://dbpedia.org/resource/Category:Islands_of_the_Republic_of_Ireland,,,0
http://dbpedia.org/resource/Cahir,Cahir,Cahir (/ˈkɛər/; Irish: an Chathair / Cathair Dún Iascaigh) is a town in County Tipperary in Ireland. It is also a civil parish in the barony of Iffa and Offa West.,http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Civil_parishes_of_Iffa_and_Offa_West,http://dbpedia.org/resource/Category:Iffa_and_Offa_West,,,3593
http://dbpedia.org/resource/Cahir,Cahir,Cahir (/ˈkɛər/; Irish: an Chathair / Cathair Dún Iascaigh) is a town in County Tipperary in Ireland. It is also a civil parish in the barony of Iffa and Offa West.,http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Civil_parishes_of_Iffa_and_Offa_West,http://dbpedia.org/resource/Category:Civil_parishes_of_County_Tipperary,,,3593
http://dbpedia.org/resource/Cahir,Cahir,Cahir (/ˈkɛər/; Irish: an Chathair / Cathair Dún Iascaigh) is a town in County Tipperary in Ireland. It is also a civil parish in the barony of Iffa and Offa West.,http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Cahir,http://dbpedia.org/resource/Category:Towns_and_villages_in_County_Tipperary,,,3593
http://dbpedia.org/resource/Cahir,Cahir,Cahir (/ˈkɛər/; Irish: an Chathair / Cathair Dún Iascaigh) is a town in County Tipperary in Ireland. It is also a civil parish in the barony of Iffa and Offa West.,http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Cahir,http://dbpedia.org/resource/Category:Wikipedia_categories_named_after_populated_places_in_the_Republic_of_Ireland,,,3593
http://dbpedia.org/resource/Cahir,Cahir,Cahir (/ˈkɛər/; Irish: an Chathair / Cathair Dún Iascaigh) is a town in County Tipperary in Ireland. It is also a civil parish in the barony of Iffa and Offa West.,http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Parishes_of_the_Roman_Catholic_Diocese_of_Waterford_and_Lismore,http://dbpedia.org/resource/Category:Parishes_of_the_Catholic_Church_in_Ireland,,,3593
http://dbpedia.org/resource/Cahir,Cahir,Cahir (/ˈkɛər/; Irish: an Chathair / Cathair Dún Iascaigh) is a town in County Tipperary in Ireland. It is also a civil parish in the barony of Iffa and Offa West.,http://dbpedia.org/resource/Republic_of_Ireland,http://dbpedia.org/resource/Category:Parishes_of_the_Roman_Catholic_Diocese_of_Waterford_and_Lismore,http://dbpedia.org/resource/Category:Roman_Catholic_Diocese_of_Waterford_and_Lismore,,,3593
