geographical_entity_1,geographical_entity_2,F-score
http://dbpedia.org/resource/Deer_Island_(Ireland),http://dbpedia.org/resource/Inishcorker,0.69
http://dbpedia.org/resource/Galway,http://dbpedia.org/resource/Cork_(city),0.69
http://dbpedia.org/resource/Lahardane,"http://dbpedia.org/resource/Newport,_County_Mayo",0.69
http://dbpedia.org/resource/Trummer,http://dbpedia.org/resource/Inishcorker,0.69
http://dbpedia.org/resource/Trummer,http://dbpedia.org/resource/Mutton_Island,0.69
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Rotten_Island,0.69
http://dbpedia.org/resource/Tearaght_Island,http://dbpedia.org/resource/Great_Blasket_Island,0.69
http://dbpedia.org/resource/Cork_(city),http://dbpedia.org/resource/Galway,0.69
"http://dbpedia.org/resource/Newport,_County_Mayo",http://dbpedia.org/resource/Strade,0.69
http://dbpedia.org/resource/Mulranny,"http://dbpedia.org/resource/Newport,_County_Mayo",0.69
http://dbpedia.org/resource/Clonmel,http://dbpedia.org/resource/Nenagh,0.69
http://dbpedia.org/resource/Dún_Laoghaire–Rathdown,http://dbpedia.org/resource/County_Longford,0.69
http://dbpedia.org/resource/Great_Blasket_Island,http://dbpedia.org/resource/Tearaght_Island,0.69
http://dbpedia.org/resource/Annagry,http://dbpedia.org/resource/Arranmore,0.69
http://dbpedia.org/resource/Inishloe,http://dbpedia.org/resource/Mutton_Island,0.69
http://dbpedia.org/resource/Inishloe,http://dbpedia.org/resource/Inishcorker,0.69
http://dbpedia.org/resource/South_Dublin,http://dbpedia.org/resource/County_Longford,0.69
http://dbpedia.org/resource/Ballyhaunis,"http://dbpedia.org/resource/Newport,_County_Mayo",0.69
http://dbpedia.org/resource/Foxford,"http://dbpedia.org/resource/Newport,_County_Mayo",0.69
"http://dbpedia.org/resource/Balla,_County_Mayo","http://dbpedia.org/resource/Newport,_County_Mayo",0.69
http://dbpedia.org/resource/Ballindine,"http://dbpedia.org/resource/Newport,_County_Mayo",0.69
http://dbpedia.org/resource/Fedamore,http://dbpedia.org/resource/Effin,0.68
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Great_Blasket_Island,0.68
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Inishloe,0.68
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Inishmacowney,0.68
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Trummer,0.68
http://dbpedia.org/resource/Carlow,http://dbpedia.org/resource/Tallaght,0.68
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Blasket_Islands,0.68
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Magharee_Islands,0.68
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Deer_Island_(Ireland),0.68
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Turbot_Island,0.68
http://dbpedia.org/resource/Ventry,http://dbpedia.org/resource/Dingle,0.68
http://dbpedia.org/resource/Tulsk,"http://dbpedia.org/resource/Charlestown,_County_Mayo",0.68
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Illanmaster,0.68
http://dbpedia.org/resource/Inis_na_Bró,http://dbpedia.org/resource/Great_Blasket_Island,0.68
http://dbpedia.org/resource/Edgeworthstown,"http://dbpedia.org/resource/Charlestown,_County_Mayo",0.68
http://dbpedia.org/resource/East_Meath,http://dbpedia.org/resource/Crossakiel,0.68
http://dbpedia.org/resource/Crossakiel,http://dbpedia.org/resource/East_Meath,0.68
http://dbpedia.org/resource/Tulsk,http://dbpedia.org/resource/Edgeworthstown,0.68
http://dbpedia.org/resource/Mullaghlea_Glen,http://dbpedia.org/resource/Gubbarudda,0.68
http://dbpedia.org/resource/Annagry,http://dbpedia.org/resource/Gweedore,0.68
http://dbpedia.org/resource/Great_Blasket_Island,http://dbpedia.org/resource/Inis_na_Bró,0.68
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Eighter_Island,0.68
http://dbpedia.org/resource/Gweedore,http://dbpedia.org/resource/Annagry,0.68
http://dbpedia.org/resource/Gubbarudda,http://dbpedia.org/resource/Mullaghlea_Glen,0.68
"http://dbpedia.org/resource/Cashel,_County_Tipperary",http://dbpedia.org/resource/Carrick-on-Suir,0.68
http://dbpedia.org/resource/Kilcornan,http://dbpedia.org/resource/Kilnamona,0.68
http://dbpedia.org/resource/Blasket_Islands,http://dbpedia.org/resource/Keeragh_Islands,0.68
http://dbpedia.org/resource/Turbot_Island,http://dbpedia.org/resource/Keeragh_Islands,0.68
"http://dbpedia.org/resource/Charlestown,_County_Mayo",http://dbpedia.org/resource/Tulsk,0.68
"http://dbpedia.org/resource/Charlestown,_County_Mayo",http://dbpedia.org/resource/Edgeworthstown,0.68
http://dbpedia.org/resource/Cavan,http://dbpedia.org/resource/Tallaght,0.68
http://dbpedia.org/resource/Inishkeel,http://dbpedia.org/resource/Inishmurray,0.68
http://dbpedia.org/resource/Inishmacowney,http://dbpedia.org/resource/Inishfree,0.68
http://dbpedia.org/resource/Tallaght,http://dbpedia.org/resource/Cavan,0.68
http://dbpedia.org/resource/Tallaght,http://dbpedia.org/resource/Carlow,0.68
http://dbpedia.org/resource/Edgeworthstown,http://dbpedia.org/resource/Tulsk,0.68
http://dbpedia.org/resource/Great_Blasket_Island,http://dbpedia.org/resource/Inishfree,0.68
http://dbpedia.org/resource/Deer_Island_(Ireland),http://dbpedia.org/resource/Inishfree,0.68
http://dbpedia.org/resource/Illanmaster,http://dbpedia.org/resource/Keeragh_Islands,0.68
http://dbpedia.org/resource/Effin,http://dbpedia.org/resource/Fedamore,0.68
http://dbpedia.org/resource/Kilnamona,http://dbpedia.org/resource/Kilcornan,0.68
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Inishfarnard,0.68
http://dbpedia.org/resource/Dingle,http://dbpedia.org/resource/Ventry,0.68
http://dbpedia.org/resource/Inishloe,http://dbpedia.org/resource/Inishfree,0.68
http://dbpedia.org/resource/Trummer,http://dbpedia.org/resource/Inishfree,0.68
http://dbpedia.org/resource/Eighter_Island,http://dbpedia.org/resource/Keeragh_Islands,0.68
http://dbpedia.org/resource/Carrick-on-Suir,"http://dbpedia.org/resource/Cashel,_County_Tipperary",0.68
"http://dbpedia.org/resource/Charleville,_County_Cork","http://dbpedia.org/resource/Lyre,_County_Cork",0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Beginish_Island,0.67
"http://dbpedia.org/resource/Charleville,_County_Cork",http://dbpedia.org/resource/Skibbereen,0.67
"http://dbpedia.org/resource/Cashel,_County_Tipperary",http://dbpedia.org/resource/Borrisoleigh,0.67
"http://dbpedia.org/resource/Charleville,_County_Cork",http://dbpedia.org/resource/Millstreet,0.67
"http://dbpedia.org/resource/Charlestown,_County_Mayo","http://dbpedia.org/resource/Newport,_County_Mayo",0.67
http://dbpedia.org/resource/Clashmore,http://dbpedia.org/resource/Clondulane,0.67
http://dbpedia.org/resource/Clashmore,http://dbpedia.org/resource/Kildare,0.67
"http://dbpedia.org/resource/Charleville,_County_Cork",http://dbpedia.org/resource/Kilworth,0.67
http://dbpedia.org/resource/Cloghane,http://dbpedia.org/resource/Ventry,0.67
http://dbpedia.org/resource/Island_Eddy,http://dbpedia.org/resource/Inchamakinna,0.67
http://dbpedia.org/resource/Island_Eddy,http://dbpedia.org/resource/Dinish_Island,0.67
http://dbpedia.org/resource/Island_Eddy,http://dbpedia.org/resource/Mason_Island,0.67
http://dbpedia.org/resource/Island_Eddy,http://dbpedia.org/resource/Inishark,0.67
http://dbpedia.org/resource/Arranmore,http://dbpedia.org/resource/Inishmeane,0.67
http://dbpedia.org/resource/Island_Eddy,http://dbpedia.org/resource/Illauneeragh_West,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Caher_Island,0.67
http://dbpedia.org/resource/Island_Eddy,"http://dbpedia.org/resource/Mutton_Island,_County_Galway",0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Inishark,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Deenish_Island,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Inishcorker,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Inishdalla,0.67
http://dbpedia.org/resource/Clane,http://dbpedia.org/resource/Kildare,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Illauneeragh,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Inchamakinna,0.67
http://dbpedia.org/resource/Gola_Island,http://dbpedia.org/resource/Inishsirrer,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Inisheltia,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Illauneeragh_West,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Owey_Island,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Rotten_Island,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Mutton_Island,0.67
http://dbpedia.org/resource/Killala,http://dbpedia.org/resource/Coolkenno,0.67
"http://dbpedia.org/resource/Rutland_Island,_County_Donegal",http://dbpedia.org/resource/Inishfree,0.67
"http://dbpedia.org/resource/Charleville,_County_Cork",http://dbpedia.org/resource/Carrigtwohill,0.67
"http://dbpedia.org/resource/Charleville,_County_Cork",http://dbpedia.org/resource/Carrigaline,0.67
http://dbpedia.org/resource/Inishfarnard,"http://dbpedia.org/resource/Mutton_Island,_County_Galway",0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Mason_Island,0.67
http://dbpedia.org/resource/Island_Eddy,http://dbpedia.org/resource/Illauneeragh,0.67
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Trummer,0.67
http://dbpedia.org/resource/Inishfarnard,http://dbpedia.org/resource/Magharee_Islands,0.67
"http://dbpedia.org/resource/Charleville,_County_Cork",http://dbpedia.org/resource/Cloyne,0.67
http://dbpedia.org/resource/Island_Eddy,http://dbpedia.org/resource/Inisheltia,0.67
http://dbpedia.org/resource/Millstreet,http://dbpedia.org/resource/Kilworth,0.67
http://dbpedia.org/resource/Clondulane,http://dbpedia.org/resource/Kildare,0.67
http://dbpedia.org/resource/Turbot_Island,http://dbpedia.org/resource/Inishcorker,0.67
http://dbpedia.org/resource/Ballybay,"http://dbpedia.org/resource/Clones,_County_Monaghan",0.67
http://dbpedia.org/resource/Puffin_Island_(County_Kerry),http://dbpedia.org/resource/Skellig_Islands,0.67
http://dbpedia.org/resource/Turbot_Island,http://dbpedia.org/resource/Deenish_Island,0.67
http://dbpedia.org/resource/Turbot_Island,http://dbpedia.org/resource/Glashedy,0.67
http://dbpedia.org/resource/Turbot_Island,http://dbpedia.org/resource/Inishdalla,0.67
http://dbpedia.org/resource/Turbot_Island,http://dbpedia.org/resource/Magharee_Islands,0.67
http://dbpedia.org/resource/Turbot_Island,http://dbpedia.org/resource/Caher_Island,0.67
http://dbpedia.org/resource/Turbot_Island,http://dbpedia.org/resource/Beginish_Island,0.67
http://dbpedia.org/resource/Turbot_Island,http://dbpedia.org/resource/Inishfarnard,0.67
http://dbpedia.org/resource/Inishmacowney,http://dbpedia.org/resource/Keeragh_Islands,0.67
http://dbpedia.org/resource/County_Tipperary,http://dbpedia.org/resource/County_Longford,0.67
http://dbpedia.org/resource/Inishmeane,http://dbpedia.org/resource/Arranmore,0.67
http://dbpedia.org/resource/Inishmeane,"http://dbpedia.org/resource/Inishbofin,_County_Donegal",0.67
http://dbpedia.org/resource/Inishmeane,http://dbpedia.org/resource/Kilmacrennan,0.67
http://dbpedia.org/resource/Inishmeane,http://dbpedia.org/resource/Mountcharles,0.67
http://dbpedia.org/resource/Inishmore,http://dbpedia.org/resource/Inishnee,0.67
http://dbpedia.org/resource/Inishmore,http://dbpedia.org/resource/Dinish_Island,0.67
http://dbpedia.org/resource/Manorcunningham,http://dbpedia.org/resource/Ballyshannon,0.67
http://dbpedia.org/resource/County_Longford,http://dbpedia.org/resource/County_Tipperary,0.67
http://dbpedia.org/resource/County_Longford,http://dbpedia.org/resource/Dún_Laoghaire–Rathdown,0.67
http://dbpedia.org/resource/County_Longford,http://dbpedia.org/resource/South_Dublin,0.67
http://dbpedia.org/resource/Inishnee,http://dbpedia.org/resource/Inchamakinna,0.67
http://dbpedia.org/resource/Inishnee,http://dbpedia.org/resource/Inisheltia,0.67
http://dbpedia.org/resource/Inishnee,http://dbpedia.org/resource/Omey_Island,0.67
http://dbpedia.org/resource/Inishnee,http://dbpedia.org/resource/Illauneeragh,0.67
http://dbpedia.org/resource/Inishnee,http://dbpedia.org/resource/Mason_Island,0.67
http://dbpedia.org/resource/Inishnee,http://dbpedia.org/resource/Illauneeragh_West,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Inishcorker,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Caher_Island,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Turbot_Island,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Island_Eddy,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Inishturk_South,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Inishnee,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Inishdalla,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Glashedy,0.67
http://dbpedia.org/resource/Porthall,http://dbpedia.org/resource/Ballyshannon,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Rotten_Island,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Roancarrigmore,0.67
http://dbpedia.org/resource/Omey_Island,http://dbpedia.org/resource/Owey_Island,0.67
http://dbpedia.org/resource/Dinish_Island,http://dbpedia.org/resource/Turbot_Island,0.67
http://dbpedia.org/resource/Dinish_Island,http://dbpedia.org/resource/Inishmore,0.67
http://dbpedia.org/resource/Dinish_Island,http://dbpedia.org/resource/Island_Eddy,0.67
http://dbpedia.org/resource/Deer_Island_(Ireland),http://dbpedia.org/resource/Keeragh_Islands,0.67
http://dbpedia.org/resource/Inishloe,http://dbpedia.org/resource/Keeragh_Islands,0.67
http://dbpedia.org/resource/Kilmacrennan,http://dbpedia.org/resource/Inishmeane,0.67
http://dbpedia.org/resource/Inishnee,http://dbpedia.org/resource/Inishark,0.67
http://dbpedia.org/resource/Inishnee,"http://dbpedia.org/resource/Mutton_Island,_County_Galway",0.67
http://dbpedia.org/resource/Clondulane,http://dbpedia.org/resource/Clashmore,0.67
http://dbpedia.org/resource/Inishturk_South,"http://dbpedia.org/resource/Mutton_Island,_County_Galway",0.67
http://dbpedia.org/resource/Clonmel,http://dbpedia.org/resource/Carrick-on-Shannon,0.67
http://dbpedia.org/resource/Cloyne,http://dbpedia.org/resource/Skibbereen,0.67
http://dbpedia.org/resource/Cloyne,http://dbpedia.org/resource/Millstreet,0.67
http://dbpedia.org/resource/Cloyne,"http://dbpedia.org/resource/Charleville,_County_Cork",0.67
http://dbpedia.org/resource/Achill_Island,http://dbpedia.org/resource/Achillbeg,0.67
http://dbpedia.org/resource/Island_Eddy,http://dbpedia.org/resource/Omey_Island,0.67
"http://dbpedia.org/resource/Clones,_County_Monaghan",http://dbpedia.org/resource/Newbliss,0.67
"http://dbpedia.org/resource/Clones,_County_Monaghan",http://dbpedia.org/resource/Ballybay,0.67
http://dbpedia.org/resource/Ballyshannon,http://dbpedia.org/resource/Newtown_Cunningham,0.67
http://dbpedia.org/resource/Ballyshannon,http://dbpedia.org/resource/Rathmullan,0.67
http://dbpedia.org/resource/Ballyshannon,http://dbpedia.org/resource/Manorcunningham,0.67
http://dbpedia.org/resource/Ballyshannon,http://dbpedia.org/resource/Laghy,0.67
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Keeragh_Islands,0.67
http://dbpedia.org/resource/Inishfree,"http://dbpedia.org/resource/Rutland_Island,_County_Donegal",0.67
http://dbpedia.org/resource/Inishturk_South,http://dbpedia.org/resource/Mason_Island,0.67
http://dbpedia.org/resource/Inishturk_South,http://dbpedia.org/resource/Omey_Island,0.67
http://dbpedia.org/resource/Inishnee,http://dbpedia.org/resource/Inishmore,0.67
http://dbpedia.org/resource/Achillbeg,http://dbpedia.org/resource/Achill_Island,0.67
http://dbpedia.org/resource/Inishtooskert,http://dbpedia.org/resource/Inishvickillane,0.67
http://dbpedia.org/resource/Inishsirrer,http://dbpedia.org/resource/Rotten_Island,0.67
http://dbpedia.org/resource/Inishsirrer,http://dbpedia.org/resource/Inishfarnard,0.67
http://dbpedia.org/resource/Inishsirrer,http://dbpedia.org/resource/Glashedy,0.67
http://dbpedia.org/resource/Inishsirrer,http://dbpedia.org/resource/Gola_Island,0.67
http://dbpedia.org/resource/Inishsirrer,http://dbpedia.org/resource/Owey_Island,0.67
http://dbpedia.org/resource/Newtown_Cunningham,http://dbpedia.org/resource/Ballyshannon,0.67
http://dbpedia.org/resource/Inishturk_South,http://dbpedia.org/resource/Illauneeragh,0.67
http://dbpedia.org/resource/Rathmullan,http://dbpedia.org/resource/Ballyshannon,0.67
http://dbpedia.org/resource/Malin_Beg,"http://dbpedia.org/resource/Malin,_County_Donegal",0.67
"http://dbpedia.org/resource/Newport,_County_Mayo","http://dbpedia.org/resource/Charlestown,_County_Mayo",0.67
http://dbpedia.org/resource/Coolkenno,http://dbpedia.org/resource/Killala,0.67
"http://dbpedia.org/resource/Malin,_County_Donegal",http://dbpedia.org/resource/Malin_Beg,0.67
http://dbpedia.org/resource/Eighter_Island,"http://dbpedia.org/resource/Inishbofin,_County_Donegal",0.67
http://dbpedia.org/resource/Eighter_Island,http://dbpedia.org/resource/Arranmore,0.67
http://dbpedia.org/resource/Trummer,http://dbpedia.org/resource/Keeragh_Islands,0.67
http://dbpedia.org/resource/Newbliss,"http://dbpedia.org/resource/Clones,_County_Monaghan",0.67
http://dbpedia.org/resource/Inishturk_South,http://dbpedia.org/resource/Inisheltia,0.67
http://dbpedia.org/resource/Inishturk_South,http://dbpedia.org/resource/Inishark,0.67
http://dbpedia.org/resource/Inishturk_South,http://dbpedia.org/resource/Inchamakinna,0.67
http://dbpedia.org/resource/Inishturk_South,http://dbpedia.org/resource/Illauneeragh_West,0.67
http://dbpedia.org/resource/Ballyshannon,http://dbpedia.org/resource/Porthall,0.67
"http://dbpedia.org/resource/Bandon,_County_Cork",http://dbpedia.org/resource/Macroom,0.67
"http://dbpedia.org/resource/Bandon,_County_Cork",http://dbpedia.org/resource/Millstreet,0.67
"http://dbpedia.org/resource/Bandon,_County_Cork",http://dbpedia.org/resource/Skibbereen,0.67
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Inishfree,0.67
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Inishloe,0.67
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Inishmacowney,0.67
http://dbpedia.org/resource/Mountcharles,http://dbpedia.org/resource/Inishmeane,0.67
http://dbpedia.org/resource/Cahir,http://dbpedia.org/resource/Tipperary_(town),0.67
http://dbpedia.org/resource/Ventry,http://dbpedia.org/resource/Cloghane,0.67
http://dbpedia.org/resource/Carrick-on-Shannon,http://dbpedia.org/resource/Clonmel,0.67
http://dbpedia.org/resource/Skellig_Islands,http://dbpedia.org/resource/Puffin_Island_(County_Kerry),0.67
http://dbpedia.org/resource/Carrigaline,http://dbpedia.org/resource/Skibbereen,0.67
http://dbpedia.org/resource/Carrigaline,"http://dbpedia.org/resource/Charleville,_County_Cork",0.67
http://dbpedia.org/resource/Skibbereen,http://dbpedia.org/resource/Carrigtwohill,0.67
http://dbpedia.org/resource/Skibbereen,http://dbpedia.org/resource/Carrigaline,0.67
http://dbpedia.org/resource/Ardoileán,http://dbpedia.org/resource/Inchagoill,0.67
http://dbpedia.org/resource/Carrigaline,http://dbpedia.org/resource/Millstreet,0.67
http://dbpedia.org/resource/Skibbereen,"http://dbpedia.org/resource/Bandon,_County_Cork",0.67
http://dbpedia.org/resource/Skibbereen,http://dbpedia.org/resource/Macroom,0.67
http://dbpedia.org/resource/Skibbereen,"http://dbpedia.org/resource/Lyre,_County_Cork",0.67
http://dbpedia.org/resource/Skibbereen,http://dbpedia.org/resource/Kilworth,0.67
http://dbpedia.org/resource/Skibbereen,"http://dbpedia.org/resource/Charleville,_County_Cork",0.67
http://dbpedia.org/resource/Skibbereen,http://dbpedia.org/resource/Cloyne,0.67
http://dbpedia.org/resource/Valentia_Island,http://dbpedia.org/resource/Beginish_Island,0.67
http://dbpedia.org/resource/Valentia_Island,http://dbpedia.org/resource/Deenish_Island,0.67
http://dbpedia.org/resource/Valentia_Island,http://dbpedia.org/resource/Magharee_Islands,0.67
http://dbpedia.org/resource/Macroom,"http://dbpedia.org/resource/Bandon,_County_Cork",0.67
http://dbpedia.org/resource/Inchagoill,http://dbpedia.org/resource/Ardoileán,0.67
http://dbpedia.org/resource/Macroom,http://dbpedia.org/resource/Millstreet,0.67
http://dbpedia.org/resource/Macroom,http://dbpedia.org/resource/Skibbereen,0.67
http://dbpedia.org/resource/Keeragh_Islands,http://dbpedia.org/resource/Deer_Island_(Ireland),0.67
http://dbpedia.org/resource/Carrigtwohill,http://dbpedia.org/resource/Millstreet,0.67
http://dbpedia.org/resource/Kildare,http://dbpedia.org/resource/Clondulane,0.67
http://dbpedia.org/resource/Carrigtwohill,http://dbpedia.org/resource/Skibbereen,0.67
http://dbpedia.org/resource/Carrigtwohill,"http://dbpedia.org/resource/Charleville,_County_Cork",0.67
http://dbpedia.org/resource/Kilworth,"http://dbpedia.org/resource/Charleville,_County_Cork",0.67
http://dbpedia.org/resource/Kilworth,http://dbpedia.org/resource/Millstreet,0.67
http://dbpedia.org/resource/Kilworth,http://dbpedia.org/resource/Skibbereen,0.67
http://dbpedia.org/resource/Beiginis,http://dbpedia.org/resource/Colt_Island,0.67
http://dbpedia.org/resource/Beiginis,http://dbpedia.org/resource/St_Patrick's_Island,0.67
http://dbpedia.org/resource/Beiginis,http://dbpedia.org/resource/Shenick_Island,0.67
http://dbpedia.org/resource/Laghy,http://dbpedia.org/resource/Ballyshannon,0.67
http://dbpedia.org/resource/Millstreet,http://dbpedia.org/resource/Carrigtwohill,0.67
http://dbpedia.org/resource/Millstreet,"http://dbpedia.org/resource/Bandon,_County_Cork",0.67
http://dbpedia.org/resource/Millstreet,"http://dbpedia.org/resource/Charleville,_County_Cork",0.67
http://dbpedia.org/resource/Millstreet,http://dbpedia.org/resource/Macroom,0.67
http://dbpedia.org/resource/Millstreet,http://dbpedia.org/resource/Carrigaline,0.67
http://dbpedia.org/resource/Millstreet,http://dbpedia.org/resource/Cloyne,0.67
http://dbpedia.org/resource/Millstreet,"http://dbpedia.org/resource/Lyre,_County_Cork",0.67
http://dbpedia.org/resource/Kildare,http://dbpedia.org/resource/Clane,0.67
"http://dbpedia.org/resource/Lyre,_County_Cork",http://dbpedia.org/resource/Skibbereen,0.67
"http://dbpedia.org/resource/Lyre,_County_Cork","http://dbpedia.org/resource/Charleville,_County_Cork",0.67
"http://dbpedia.org/resource/Lyre,_County_Cork",http://dbpedia.org/resource/Millstreet,0.67
"http://dbpedia.org/resource/Inishbofin,_County_Donegal",http://dbpedia.org/resource/Inishmeane,0.67
"http://dbpedia.org/resource/Inishbofin,_County_Donegal",http://dbpedia.org/resource/Eighter_Island,0.67
http://dbpedia.org/resource/Blasket_Islands,http://dbpedia.org/resource/Inis_na_Bró,0.67
http://dbpedia.org/resource/Borrisoleigh,"http://dbpedia.org/resource/Cashel,_County_Tipperary",0.67
http://dbpedia.org/resource/Kildare,http://dbpedia.org/resource/Clashmore,0.67
http://dbpedia.org/resource/Inishmacowney,http://dbpedia.org/resource/Eighter_Island,0.66
http://dbpedia.org/resource/Inishmacowney,http://dbpedia.org/resource/Inishfarnard,0.66
http://dbpedia.org/resource/Inishmacowney,http://dbpedia.org/resource/Illanmaster,0.66
http://dbpedia.org/resource/Inishmacowney,http://dbpedia.org/resource/Turbot_Island,0.66
http://dbpedia.org/resource/Trummer,http://dbpedia.org/resource/Eighter_Island,0.66
http://dbpedia.org/resource/Deer_Island_(Ireland),http://dbpedia.org/resource/Turbot_Island,0.66
http://dbpedia.org/resource/Carrick-on-Suir,http://dbpedia.org/resource/Tipperary_(town),0.66
http://dbpedia.org/resource/Great_Blasket_Island,http://dbpedia.org/resource/Inishtooskert,0.66
http://dbpedia.org/resource/Inishloe,http://dbpedia.org/resource/Illanmaster,0.66
http://dbpedia.org/resource/Annagry,"http://dbpedia.org/resource/Inishbofin,_County_Donegal",0.66
http://dbpedia.org/resource/Inishsirrer,http://dbpedia.org/resource/Inishfree,0.66
http://dbpedia.org/resource/Deer_Island_(Ireland),http://dbpedia.org/resource/Eighter_Island,0.66
http://dbpedia.org/resource/Deer_Island_(Ireland),http://dbpedia.org/resource/Inishfarnard,0.66
http://dbpedia.org/resource/Inishtrahull,http://dbpedia.org/resource/Inishmurray,0.66
http://dbpedia.org/resource/Trummer,http://dbpedia.org/resource/Inishfarnard,0.66
"http://dbpedia.org/resource/Inishbofin,_County_Donegal",http://dbpedia.org/resource/Annagry,0.66
http://dbpedia.org/resource/Eighter_Island,http://dbpedia.org/resource/Inishloe,0.66
http://dbpedia.org/resource/Eighter_Island,http://dbpedia.org/resource/Inishmacowney,0.66
http://dbpedia.org/resource/Eighter_Island,http://dbpedia.org/resource/Trummer,0.66
http://dbpedia.org/resource/Trummer,http://dbpedia.org/resource/Illanmaster,0.66
http://dbpedia.org/resource/Eighter_Island,http://dbpedia.org/resource/Deer_Island_(Ireland),0.66
http://dbpedia.org/resource/Puffin_Island_(County_Kerry),http://dbpedia.org/resource/Inishtooskert,0.66
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Turbot_Island,0.66
http://dbpedia.org/resource/Inishloe,http://dbpedia.org/resource/Turbot_Island,0.66
http://dbpedia.org/resource/Inishloe,http://dbpedia.org/resource/Inishfarnard,0.66
http://dbpedia.org/resource/Inishloe,http://dbpedia.org/resource/Eighter_Island,0.66
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Inishfarnard,0.66
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Inishsirrer,0.66
http://dbpedia.org/resource/Inishfree,http://dbpedia.org/resource/Illanmaster,0.66
http://dbpedia.org/resource/Inishmurray,http://dbpedia.org/resource/Inishtrahull,0.66
http://dbpedia.org/resource/Trummer,http://dbpedia.org/resource/Turbot_Island,0.66
http://dbpedia.org/resource/Illanmaster,http://dbpedia.org/resource/Inishloe,0.66
http://dbpedia.org/resource/Illanmaster,http://dbpedia.org/resource/Inishfree,0.66
http://dbpedia.org/resource/Illanmaster,http://dbpedia.org/resource/Inishmacowney,0.66
http://dbpedia.org/resource/Illanmaster,http://dbpedia.org/resource/Trummer,0.66
http://dbpedia.org/resource/Illanmaster,http://dbpedia.org/resource/Deer_Island_(Ireland),0.66
http://dbpedia.org/resource/Tulsk,http://dbpedia.org/resource/Knockvicar,0.65
http://dbpedia.org/resource/Buttevant,http://dbpedia.org/resource/Kilworth,0.65
http://dbpedia.org/resource/Buttevant,http://dbpedia.org/resource/Carrigtwohill,0.65
http://dbpedia.org/resource/Buttevant,"http://dbpedia.org/resource/Charleville,_County_Cork",0.65
http://dbpedia.org/resource/Buttevant,http://dbpedia.org/resource/Castletownshend,0.65
http://dbpedia.org/resource/Buttevant,http://dbpedia.org/resource/Skibbereen,0.65
